,category,urls
0,Smartphones,"['https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2124682&productName=OnePlus%20Nord%20CE%202%20Lite%205G%20EU#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2115881&productName=Xiaomi%2011T%205G#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2109782&productName=OnePlus%209#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2121687&productName=OPPO%20FIND%20X5%20LITE%205G%20BLACK#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119481&productName=Samsung%20Galaxy%20S21%20FE%205G#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2120888&productName=Samsung%20Galaxy%20S22%20Ultra%205G#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2130000&productName=Samsung%20Galaxy%20S22%20Ultra%20Black%20Duo%20Bundel%20+%20Galaxy%20Watch5#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2122990&productName=Apple%20iPhone%20SE%205G#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2124684&productName=OnePlus%20Nord%202T%205G%20EU#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2122785&productName=Xiaomi%20Redmi%20Note%2011%20Pro%205G#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2121179&productName=Samsung%20Galaxy%20S21%20FE%20EE%205G#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2120779&productName=Samsung%20Galaxy%20S22%205G#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2100482&productName=Apple%20iPhone%2011%202020#/category=Smartphones/pageNo=5', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2125681&productName=Apple%20iPhone%20SE%20met%20Earpods#/category=Smartphones/pageNo=5']"
1,Smartwatches,"['https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300590&productName=Apple%20Apple%20Watch%20Ultra%202%20GPS#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300596&productName=Apple%20Watch%20Series%C2%A09%20GPS%20+%20Cellular%2045mm%20Midnight%20Aluminium%20Case%20with%20Midnight%20Sport%20Band%20-%20S/M#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300594&productName=Apple%20Watch%20Series%C2%A09%20GPS%20+%20Cellular%2045mm%20Midnight%20Aluminium%20Case%20with%20Midnight%20Sport%20Band%20-%20M/L#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300587&productName=Apple%20Watch%20Series%C2%A09%20GPS%20+%20Cellular%2045mm%20Midnight%20Aluminium%20Case%20with%20Midnight%20Sport%20Loop#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300589&productName=Apple%20Watch%20Series%C2%A09%20GPS%20+%20Cellular%2045mm%20Pink%20Aluminium%20Case%20with%20Light%20Pink%20Sport%20Band%20-%20S/M#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300584&productName=Apple%20Watch%20Series%C2%A09%20GPS%20+%20Cellular%2045mm%20Pink%20Aluminium%20Case%20with%20Light%20Pink%20Sport%20Band%20-%20M/L#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300595&productName=Apple%20Watch%20Series%C2%A09%20GPS%20+%20Cellular%2041mm%20Starlight%20Aluminium%20Case%20with%20Starlight%20Sport%20Band%20-%20S/M#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300585&productName=Apple%20Watch%20Series%C2%A09%20GPS%20+%20Cellular%2041mm%20Starlight%20Aluminium%20Case%20with%20Starlight%20Sport%20Band%20-%20M/L#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300586&productName=Apple%20Watch%20Series%C2%A09%20GPS%20+%20Cellular%2041mm%20Starlight%20Aluminium%20Case%20with%20Starlight%20Sport%20Loop#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300588&productName=Apple%20Watch%20Series%C2%A09%20GPS%20+%20Cellular%2041mm%20Pink%20Aluminium%20Case%20with%20Light%20Pink%20Sport%20Band%20-%20S/M#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300592&productName=Apple%20Watch%20Series%C2%A09%20GPS%20+%20Cellular%2041mm%20Pink%20Aluminium%20Case%20with%20Light%20Pink%20Sport%20Band%20-%20M/L#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300597&productName=Apple%20Watch%20Series%C2%A09%20GPS%20+%20Cellular%2041mm%20Pink%20Aluminium%20Case%20with%20Light%20Pink%20Sport%20Loop#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300319&productName=Samsung%20Galaxy%20Watch6%20Small%20LTE%20-%20Cream#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300320&productName=Samsung%20Galaxy%20Watch6%20Large%20LTE%20-%20Graphite#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300321&productName=Samsung%20Galaxy%20Watch6%20Classic%20Small%20LTE%20Black#/category=Smartwatches/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300322&productName=Samsung%20Galaxy%20Watch6%20Classic%20Large%20LTE%20Black#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2126584&productName=Samsung%20Galaxy%20Watch5%20LTE%2044mm#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2129011&productName=Apple%20Watch%20Ultra%20GPS%20+%20Cellular#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2129015&productName=Apple%20Watch%20Series%208%20GPS%20+%20Cellular%2041mm#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2129137&productName=Apple%20Watch%20Series%208%20GPS%20+%20Cellular%2045mm#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2117082&productName=Apple%20Watch%20Series%207%20GPS%20+%20Cellular%2041mm#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2122987&productName=Apple%20Watch%20Series%207%20GPS%20+%20Cellular%2041mm#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2117081&productName=Apple%20Watch%20Series%207%20GPS%20+%20Cellular%2045mm#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2129013&productName=Apple%20Watch%20SE%20GPS%20+%20Cellular%2040mm#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300612&productName=Apple%20Apple%20Watch%20SE%20GPS%20+%20Cellular%2044mm%20Midnight%20Aluminium%20Case%20with%20Midnight%20Sport%20Band%20-%20S/M#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300613&productName=Apple%20Apple%20Watch%20SE%20GPS%20+%20Cellular%2040mm%20Starlight%20Aluminium%20Case%20with%20Starlight%20Sport%20Band%20-%20M/L#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300614&productName=Apple%20Apple%20Watch%20SE%20GPS%20+%20Cellular%2044mm%20Midnight%20Aluminium%20Case%20with%20Midnight%20Sport%20Loop#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300615&productName=Apple%20Apple%20Watch%20SE%20GPS%20+%20Cellular%2040mm%20Starlight%20Aluminium%20Case%20with%20Starlight%20Sport%20Band%20-%20S/M#/category=Smartwatches/pageNo=2', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300616&productName=Apple%20Apple%20Watch%20SE%20GPS%20+%20Cellular%2044mm%20Midnight%20Aluminium%20Case%20with%20Midnight%20Sport%20Band%20-%20M/L#/category=Smartwatches/pageNo=2']"
2,Tablets,[]
3,TV_&_Audio,"['https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300177&productName=TCL%20QLED%20TV%2065C745%204K%20(2023)%20-%2065%20inch%20#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300179&productName=Samsung%20QLED%20TV%20QE55Q80%20-%2055%20inch#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2126593&productName=TCL%20LED%20TV%2055P735%20-%2055%20inch#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300180&productName=Samsung%20QLED%20TV%20QE65Q80%20-%2065%20inch#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300181&productName=Samsung%20QLED%20TV%20QE55QN85%20-%2055%20inch%20#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300176&productName=TCL%20QLED%20TV%2055C745%204K%20(2023)%20-%2055%20inch%20#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300199&productName=LG%20LED%20TV%2065UQ81006LB#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300200&productName=LG%20OLED%20TV%20OLED48C24LA#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300174&productName=TCL%20LED%20TV%2032S5400AF%20-%2032%20inch#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300175&productName=TCL%20LED%20TV%2043P735%20-%2043%20inch#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2124782&productName=Google%20Chromecast%20with%20Google%20TV#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2110880&productName=Sony%20PlayStation%204%20Slim%20500GB%20Black#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2128979&productName=Google%20Chromecast%20with%20Google%20TV%20HD%202K#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2088182&productName=Samsung%20QE55Q60TASXXN#/category=TV%20&%20Audio/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2121598&productName=LG%2032LQ630B#/category=TV%20&%20Audio/pageNo=1']"
4,Smart_Home,['https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2123185&productName=Apple%20HomePod%20mini%20space%20grey#/category=Smart%20Home/pageNo=2']
5,Home_Office,"['https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2101384&productName=ZTE%20Minimodem#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2123285&productName=Apple%20MacBook%20Air%2013%22%20M1%20256GB%20Space%20Grey%20-%20Azerty#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2124979&productName=Apple%20MacBook%20Pro%2016%22%20M1%20512GB%20Space%20Grey%20-%20Azerty#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2124788&productName=Samsung%20Chromebook%20Go%204G%2064GB%2014%20inch%20-%20Silver#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2117179&productName=Huawei%20Mateview%20GT%2027%20Monitor#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2067885&productName=Siemens%20DL%20580#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2109979&productName=Gigaset%20AS690R#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2109980&productName=Gigaset%20AS690R%20DUO#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2107483&productName=Logitech%20AZERTY-BE%20Toetsenbord%20K120#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2107482&productName=Logitech%20Marathon%20Mouse%20M707#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2110081&productName=Logitech%20Wireless%20Mouse%20M325%20-%20DARK%20SILVER%C2%A0#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2110082&productName=Logitech%20C925e%20webcam#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2110083&productName=Logitech%20C310%20webcam#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2124690&productName=Samsung%20Book%20Go%204G%20128GB%2014%20inch%20-%20Silver#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2086183&productName=desire2view%20Verstelbare%20laptop%20stand%20-zilver#/category=Home%20Office/pageNo=1', 'https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2130684&productName=Apple%20Magic%20Keyboard%20Folio%20voor%20iPad%20(10e%20generatie)%20-%20Frans#/category=Home%20Office/pageNo=2']"
